DUNS Number ,Country,Entity Type,Ownership Type,Employees Total,Revenue (USD),SIC Code,Year Found,Global Ultimate Country Name,Legal Status,Corporate Family Members,Market Value (USD),IT Budget,IT spend,No. of PC,No. of Desktops,No. of Laptops,No. of Routers,No. of Servers,No. of Storage Devices
638000868,CHINA               ,Branch,Private,0,0,6531,2023.0,CHINA               ,3.0,3,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
639634189,CHINA               ,Branch,Private,0,0,8741,2023.0,CHINA               ,3.0,5,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
728751920,CHINA               ,Branch,Private,1,0,5912,2019.0,CHINA               ,3.0,31,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
728879959,CHINA               ,Branch,Private,0,0,5999,2009.0,CHINA               ,3.0,5,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
728814863,CHINA               ,Branch,Private,1,0,7011,2019.0,CHINA               ,3.0,12,0,0,0,5.5,5.5,5.5,5.5,5.5,5.5
728785055,CHINA               ,Branch,Private,1,0,2051,2009.0,CHINA               ,3.0,7,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
728847019,CHINA               ,Parent,Private,20,3565042,1521,2009.0,CHINA               ,3.0,2,10873378,89126,55258,5.5,5.5,5.5,5.5,5.5,5.5
728859753,CHINA               ,Branch,Private,0,0,4215,2017.0,CHINA               ,3.0,12,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
728912488,CHINA               ,Branch,Private,0,0,4215,2017.0,CHINA               ,3.0,12,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
728833916,CHINA               ,Branch,Private,4,0,5159,2015.0,CHINA               ,3.0,151,0,0,0,5.5,5.5,5.5,5.5,5.5,5.5
728830516,CHINA               ,Branch,Private,0,0,5999,2017.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
637999354,CHINA               ,Branch,Private,0,0,2051,2023.0,CHINA               ,3.0,3,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
547798485,CHINA               ,Parent,Private,10,13186465,5169,2003.0,CHINA               ,3.0,2,30856328,382407,237092,5.5,5.5,5.5,5.5,5.5,5.5
728788809,CHINA               ,Parent,Private,14,384960,7261,2018.0,CHINA               ,3.0,2,2432947,26947,16707,5.5,5.5,5.5,5.5,5.5,5.5
728751529,CHINA               ,Branch,Private,0,0,2789,2019.0,CHINA               ,3.0,3,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
728876917,CHINA               ,Parent,Private,0,13738494,5051,2018.0,CHINA               ,3.0,2,46710880,398416,247017,5.5,5.5,5.5,0.0,0.0,0.0
547758112,CHINA               ,Subsidiary,Private,11,2044801,6512,2001.0,CHINA               ,3.0,18,7218148,165629,102689,5.5,5.5,5.5,5.5,5.5,5.5
639669309,CHINA               ,Parent,Private,1,384985,8742,2023.0,CHINA               ,3.0,2,1297399,26949,16708,5.5,5.5,5.5,5.5,0.0,0.0
638007965,CHINA               ,Subsidiary,Unknown,27,2696301,8741,2023.0,CHINA               ,3.0,3,9086534,218400,135408,30.5,5.5,5.5,5.5,5.5,5.5
547919602,CHINA               ,Parent,Private,61,1560225,5172,2004.0,CHINA               ,3.0,2,3650926,46807,29020,5.5,5.5,5.5,5.5,5.5,5.5
547919559,CHINA               ,Subsidiary,Private,25,90830,7389,2004.0,CHINA               ,3.0,4,439617,6358,3941,30.5,5.5,5.5,5.5,5.5,5.5
639631124,CHINA               ,Subsidiary,Private,25,1379300,7389,2023.0,CHINA               ,3.0,3,6675812,111723,69268,30.5,5.5,5.5,5.5,5.5,5.5
547899696,CHINA               ,Branch,Private,32,612370,5999,2007.0,CHINA               ,3.0,7,1475812,18371,11390,30.5,5.5,5.5,5.5,5.5,5.5
639670985,CHINA               ,Subsidiary,Private,13,3375190,6722,2023.0,CHINA               ,12.0,2,0,239638,148575,5.5,5.5,5.5,5.5,5.5,5.5
637988673,CHINA               ,Branch,Private,0,0,6531,2022.0,CHINA               ,3.0,3,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
638009513,CHINA               ,Branch,Private,0,0,5812,2023.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
639581058,CHINA               ,Branch,Private,1,0,6513,2023.0,CHINA               ,3.0,9,0,0,0,5.5,5.5,5.5,5.5,5.5,5.5
639581127,CHINA               ,Branch,Private,1,0,6513,2023.0,CHINA               ,3.0,9,0,0,0,5.5,5.5,5.5,5.5,5.5,5.5
639580197,CHINA               ,Branch,Private,1,0,6513,2023.0,CHINA               ,3.0,9,0,0,0,5.5,5.5,5.5,5.5,5.5,5.5
639580142,CHINA               ,Branch,Private,0,0,6519,2023.0,CHINA               ,3.0,9,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
639628581,CHINA               ,Subsidiary,Private,13,3375190,6722,,CHINA               ,0.0,2,0,239638,148575,5.5,5.5,5.5,5.5,5.5,5.5
547891683,CHINA               ,Subsidiary,Private,10,491965,6719,1990.0,CHINA               ,3.0,335,0,39357,24401,5.5,5.5,5.5,5.5,5.5,5.5
547908585,CHINA               ,Parent,Private,20,678442,8721,1999.0,CHINA               ,3.0,4,2150661,47491,29444,30.5,5.5,5.5,5.5,5.5,5.5
639576593,CHINA               ,Subsidiary,Private,32,3189440,4731,2023.0,CHINA               ,3.0,2,8005494,92494,57346,30.5,5.5,5.5,5.5,5.5,5.5
547951866,CHINA               ,Subsidiary,Private,25,3313736,6552,2005.0,CHINA               ,3.0,153,11697488,268413,166416,30.5,5.5,5.5,5.5,5.5,5.5
639581109,CHINA               ,Branch,Private,0,0,8093,2023.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
547901902,CHINA               ,Parent,Private,0,696168,4731,2008.0,CHINA               ,3.0,5,1747382,26454,16401,5.5,5.5,5.5,0.0,0.0,0.0
547928553,CHINA               ,Subsidiary,Private,8,409944,3448,2006.0,CHINA               ,3.0,2,1520892,15168,9404,5.5,5.5,5.5,5.5,5.5,5.5
637990231,CHINA               ,Parent,Private,0,2696301,8741,2023.0,CHINA               ,3.0,2,9086534,218400,135408,5.5,5.5,5.5,0.0,0.0,0.0
547893275,CHINA               ,Parent,Private,0,8689400,7319,2005.0,CHINA               ,101.0,2,42056696,703841,436381,5.5,5.5,5.5,0.0,5.5,5.5
639533147,CHINA               ,Parent,Private,9,660690,7371,2023.0,CHINA               ,3.0,2,3197740,72676,45059,5.5,5.5,5.5,5.5,5.5,5.5
547866194,CHINA               ,Parent,Unknown,350,71272,8062,2016.0,CHINA               ,101.0,2,228070,7840,4860,300.5,125.5,0.0,30.5,0.0,125.5
547928520,CHINA               ,Subsidiary,Private,11,2044801,6512,2006.0,CHINA               ,3.0,6,7218148,165629,102689,5.5,5.5,5.5,5.5,5.5,5.5
547925120,CHINA               ,Subsidiary,Private,8,93633,5159,2006.0,CHINA               ,3.0,70,219101,2809,1741,5.5,5.5,5.5,5.5,5.5,5.5
637995363,CHINA               ,Branch,Private,0,0,7991,2023.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
638148850,CHINA               ,Branch,Unknown,0,0,8742,2022.0,CHINA               ,3.0,10,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
547923510,CHINA               ,Subsidiary,Private,13,717236,7389,2005.0,CHINA               ,3.0,109,3471422,50207,31128,5.5,5.5,5.5,5.5,5.5,5.5
639583112,CHINA               ,Subsidiary,Private,25,1379300,7389,2023.0,CHINA               ,3.0,2,6675812,111723,69268,30.5,5.5,5.5,5.5,5.5,5.5
639577254,CHINA               ,Subsidiary,Private,15,437340,5812,2023.0,CHINA               ,3.0,2,1110844,7872,4880,5.5,5.5,5.5,5.5,5.5,5.5
638035703,CHINA               ,Subsidiary,Private,365,15580755,3672,2023.0,CHINA               ,3.0,2,57960409,436261,270481,300.5,5.5,0.0,30.5,5.5,0.0
547913323,CHINA               ,Subsidiary,Private,8,5831579,6512,2002.0,CHINA               ,3.0,3,20585474,472358,292861,5.5,5.5,5.5,5.5,5.5,5.5
547907086,CHINA               ,Parent,Private,0,88926,6514,1999.0,CHINA               ,3.0,13,313909,7292,4521,5.5,5.5,5.5,0.0,5.5,5.5
547891677,CHINA               ,Subsidiary,Private,15,292121,5198,1994.0,CHINA               ,3.0,335,683563,8764,5433,5.5,5.5,5.5,5.5,5.5,5.5
638071141,CHINA               ,Branch,Private,0,0,6519,2023.0,CHINA               ,3.0,10,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
639605411,CHINA               ,Branch,Private,0,0,6519,2023.0,CHINA               ,3.0,10,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
639610263,CHINA               ,Branch,Private,0,0,6519,2023.0,CHINA               ,3.0,10,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
547906194,CHINA               ,Subsidiary,Private,0,2338560,8999,2008.0,CHINA               ,3.0,335,0,189423,117442,5.5,5.5,5.5,0.0,0.0,0.0
639600192,CHINA               ,Branch,Private,0,0,4724,2023.0,CHINA               ,3.0,243,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
639569014,CHINA               ,Subsidiary,Private,12,689820,721,2023.0,CHINA               ,3.0,2,0,26213,16252,0.0,0.0,0.0,0.0,0.0,0.0
547891686,CHINA               ,Parent,Private,0,2081765,5198,1992.0,CHINA               ,3.0,2,4871330,62453,38720,5.5,5.5,5.5,0.0,0.0,0.0
639620205,CHINA               ,Branch,Private,0,0,8111,2023.0,CHINA               ,3.0,28,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
639616137,CHINA               ,Branch,Private,0,0,7011,2023.0,CHINA               ,3.0,28,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
639618137,CHINA               ,Branch,Private,0,0,7011,2023.0,CHINA               ,3.0,28,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
639620130,CHINA               ,Branch,Private,0,0,7011,2023.0,CHINA               ,3.0,28,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
639663972,CHINA               ,Branch,Private,0,0,7011,2023.0,CHINA               ,3.0,28,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
639664207,CHINA               ,Branch,Private,0,0,7011,2023.0,CHINA               ,3.0,28,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
639591459,CHINA               ,Branch,Private,0,0,6519,2023.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
547919547,CHINA               ,Parent,Unknown,1,9054950,9611,2004.0,CHINA               ,0.0,2,0,525187,325615,5.5,5.5,5.5,5.5,5.5,5.5
547908047,CHINA               ,Parent,Private,40,441376,7389,1990.0,CHINA               ,3.0,2,2136260,30896,19155,30.5,5.5,5.5,5.5,5.5,5.5
638016392,CHINA               ,Subsidiary,Private,14,2684640,7359,2023.0,CHINA               ,3.0,35,10094246,217456,134822,5.5,5.5,5.5,5.5,5.5,5.5
638061266,CHINA               ,Parent,Private,0,381784,5099,2023.0,CHINA               ,3.0,2,1298066,11454,7101,5.5,5.5,5.5,0.0,0.0,0.0
547907192,CHINA               ,Subsidiary,Private,31,210269,6531,1999.0,CHINA               ,3.0,20,742250,17242,10690,30.5,5.5,5.5,5.5,5.5,5.5
547908672,CHINA               ,Parent,Private,0,1109152,6719,1999.0,CHINA               ,3.0,20,0,78750,48825,5.5,5.5,5.5,0.0,5.5,5.5
547896948,CHINA               ,Subsidiary,Private,0,1905,8741,2007.0,CHINA               ,3.0,20,6420,133,82,5.5,5.5,5.5,0.0,0.0,0.0
547908985,CHINA               ,Parent,Private,4,293000,5311,2000.0,CHINA               ,3.0,4,530330,5274,3269,5.5,5.5,5.5,5.5,5.5,5.5
639568767,CHINA               ,Branch,Private,0,0,6519,2023.0,CHINA               ,3.0,8,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
639523622,CHINA               ,Branch,Private,0,0,6513,2023.0,CHINA               ,3.0,8,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
639616153,CHINA               ,Subsidiary,Unknown,15,443445,8748,2023.0,CHINA               ,3.0,3,2549809,31041,19245,5.5,5.5,5.5,5.5,5.5,5.5
638142503,CHINA               ,Subsidiary,Private,25,5011900,5142,2022.0,CHINA               ,3.0,12,11727846,150357,93221,5.5,5.5,5.5,5.5,5.5,5.5
639650919,CHINA               ,Subsidiary,Unknown,11,846967,8742,2023.0,CHINA               ,3.0,63,2854279,59288,36758,5.5,5.5,5.5,5.5,5.5,5.5
728872025,CHINA               ,Parent,Private,0,441376,7389,2019.0,CHINA               ,8.0,2,2136260,30896,19155,5.5,5.5,5.5,0.0,5.5,5.5
639671057,CHINA               ,Subsidiary,Unknown,30,2906580,8711,2023.0,CHINA               ,3.0,46,9795175,235433,145968,30.5,5.5,5.5,5.5,5.5,5.5
728807609,CHINA               ,Branch,Private,0,0,3441,2013.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
728897320,CHINA               ,Branch,Private,0,0,7389,2015.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
728743988,CHINA               ,Branch,Private,0,0,1611,2017.0,CHINA               ,3.0,5,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
547827353,CHINA               ,Parent,Private,13,1536251,5153,2008.0,CHINA               ,3.0,2,3594827,46088,28574,5.5,5.5,5.5,5.5,5.5,5.5
639625228,CHINA               ,Subsidiary,Unknown,0,0,9999,2023.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
728850274,CHINA               ,Parent,Private,0,428484,191,2014.0,CHINA               ,0.0,2,0,16282,10094,0.0,0.0,0.0,0.0,0.0,0.0
728878389,CHINA               ,Subsidiary,Private,27,2696301,8741,2012.0,CHINA               ,3.0,8,9086534,218400,135408,30.5,5.5,5.5,5.5,5.5,5.5
639558221,CHINA               ,Branch,Private,1,0,8748,2023.0,CHINA               ,3.0,9,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
639588258,CHINA               ,Branch,Private,0,0,4922,2023.0,CHINA               ,3.0,26,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
547789189,CHINA               ,Subsidiary,Private,0,2398352,6099,2008.0,CHINA               ,8.0,126,5899946,215852,133828,5.5,5.5,5.5,0.0,5.5,5.5
547803630,CHINA               ,Branch,Private,4,0,6061,2007.0,CHINA               ,3.0,35,0,0,0,5.5,5.5,5.5,5.5,5.5,5.5
728815905,CHINA               ,Parent,Private,0,3887040,1611,2014.0,CHINA               ,3.0,2,11855472,97176,60249,5.5,5.5,5.5,0.0,0.0,0.0
638024672,CHINA               ,Parent,Private,0,4154080,6722,,CHINA               ,0.0,4,0,294940,182862,5.5,5.5,5.5,0.0,5.5,5.5
637967973,CHINA               ,Parent,Private,0,441376,7389,2023.0,CHINA               ,3.0,2,2136260,30896,19155,5.5,5.5,5.5,0.0,5.5,5.5
728811389,CHINA               ,Subsidiary,Private,50,7898800,4512,2018.0,CHINA               ,3.0,59,21484736,229065,142020,30.5,5.5,5.5,5.5,5.5,5.5
639643488,CHINA               ,Subsidiary,Private,15,557970,7999,2023.0,CHINA               ,3.0,2,1891518,39058,24215,5.5,5.5,5.5,5.5,5.5,5.5
639671769,CHINA               ,Subsidiary,Private,25,1379300,7389,2023.0,CHINA               ,3.0,2,6675812,111723,69268,30.5,5.5,5.5,5.5,5.5,5.5
639514321,CHINA               ,Branch,Private,1,0,5812,2023.0,CHINA               ,3.0,13,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
639607559,CHINA               ,Parent,Private,0,223970,273,2023.0,CHINA               ,3.0,2,0,8511,5276,0.0,0.0,0.0,0.0,0.0,0.0
638106502,CHINA               ,Subsidiary,Private,16,1714112,1799,,CHINA               ,0.0,17,5245183,42853,26568,5.5,5.5,5.5,5.5,5.5,5.5
547891543,CHINA               ,Subsidiary,Private,224,13909504,1531,1986.0,CHINA               ,3.0,70723,42423987,333828,206973,30.5,5.5,0.0,30.5,5.5,5.5
547897102,CHINA               ,Parent,Private,28,2562150,3448,2007.0,CHINA               ,3.0,2,9505576,92237,57186,5.5,5.5,5.5,5.5,5.5,5.5
637980583,CHINA               ,Subsidiary,Private,25,1379300,7389,2023.0,CHINA               ,3.0,2,6675812,111723,69268,30.5,5.5,5.5,5.5,5.5,5.5
547904356,CHINA               ,Subsidiary,Private,0,955180,4725,2008.0,CHINA               ,3.0,8,2397502,36297,22504,5.5,5.5,5.5,0.0,0.0,0.0
637977060,CHINA               ,Branch,Private,0,0,1522,2022.0,CHINA               ,3.0,5,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
638029401,CHINA               ,Branch,Private,1,0,5047,2023.0,CHINA               ,3.0,3,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
638149495,CHINA               ,Branch,Private,0,0,273,2022.0,CHINA               ,3.0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
547910494,CHINA               ,Parent,Private,38,1301237,6512,2001.0,CHINA               ,3.0,4,4593367,105400,65348,30.5,5.5,5.5,5.5,5.5,5.5
547893191,CHINA               ,Parent,Nonprofit,19,1997260,8741,2016.0,CHINA               ,101.0,73,6730766,161778,100302,5.5,5.5,5.5,5.5,5.5,5.5
547891545,CHINA               ,Subsidiary,Unknown,27,5128,8741,1982.0,CHINA               ,3.0,73,17281,359,222,30.5,5.5,5.5,5.5,5.5,5.5
547941002,CHINA               ,Subsidiary,Private,0,436902,8741,1984.0,CHINA               ,3.0,551,1472360,30583,18961,5.5,5.5,5.5,0.0,0.0,0.0
547810002,CHINA               ,Parent,Private,565,28362327,3069,1990.0,CHINA               ,3.0,3,0,794145,492369,30.5,0.0,5.5,75.5,0.0,125.5
547941648,CHINA               ,Parent,Private,0,1054800,5051,2005.0,CHINA               ,3.0,4,3586320,31644,19619,5.5,5.5,5.5,0.0,0.0,0.0
638021115,CHINA               ,Branch,Private,0,0,4215,2023.0,CHINA               ,3.0,4,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
639542384,CHINA               ,Branch,Private,1,0,5912,2023.0,CHINA               ,3.0,85,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
638071017,CHINA               ,Branch,Private,0,0,5912,2023.0,CHINA               ,3.0,85,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
639627415,CHINA               ,Branch,Private,1,0,8742,2023.0,CHINA               ,3.0,9,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
639602532,CHINA               ,Branch,Private,1,0,7359,2023.0,CHINA               ,3.0,28,0,0,0,5.5,5.5,5.5,5.5,5.5,5.5
638034146,CHINA               ,Branch,Private,0,0,8741,2023.0,CHINA               ,3.0,4,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
638044845,CHINA               ,Subsidiary,Private,25,1379300,7389,2023.0,CHINA               ,3.0,3,6675812,111723,69268,30.5,5.5,5.5,5.5,5.5,5.5
637998631,CHINA               ,Subsidiary,Unknown,27,2696301,8741,2023.0,CHINA               ,3.0,6,9086534,218400,135408,30.5,5.5,5.5,5.5,5.5,5.5
547891568,CHINA               ,Subsidiary,Private,22,2344000,5172,1994.0,CHINA               ,3.0,7,5484960,70320,43598,5.5,5.5,5.5,5.5,5.5,5.5
547907069,CHINA               ,Branch,Private,25,279815,6531,2001.0,CHINA               ,101.0,3,987747,22945,14225,30.5,5.5,5.5,5.5,5.5,5.5
637984221,CHINA               ,Branch,Private,0,0,4922,2022.0,CHINA               ,3.0,40,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
547935174,CHINA               ,Branch,Private,12,278350,7033,2004.0,CHINA               ,3.0,2,0,19484,12080,5.5,5.5,5.5,5.5,5.5,5.5
638123409,CHINA               ,Subsidiary,Private,25,4391800,6552,2022.0,CHINA               ,3.0,3,15503054,355736,220556,30.5,5.5,5.5,5.5,5.5,5.5
547909233,CHINA               ,Parent,Private,37,15332397,6512,2000.0,CHINA               ,3.0,3,54123361,1257257,779499,30.5,5.5,5.5,5.5,5.5,5.5
547914772,CHINA               ,Parent,Private,19,3000760,6514,2003.0,CHINA               ,3.0,2,10592683,243062,150698,5.5,5.5,5.5,5.5,5.5,5.5
638090314,CHINA               ,Parent,Private,9,11472320,4922,,CHINA               ,0.0,2,47495405,309753,192046,5.5,5.5,5.5,5.5,5.5,5.5
637957969,CHINA               ,Branch,Private,1,0,5999,2023.0,CHINA               ,3.0,107,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
637964415,CHINA               ,Branch,Private,1,0,5912,2023.0,CHINA               ,3.0,107,0,0,0,5.5,5.5,5.5,5.5,0.0,0.0
638151432,CHINA               ,Parent,Private,0,846967,8742,2023.0,CHINA               ,3.0,3,2854279,59288,36758,5.5,5.5,5.5,0.0,0.0,0.0
638150440,CHINA               ,Subsidiary,Private,25,1379300,7389,2023.0,CHINA               ,3.0,13,6675812,111723,69268,30.5,5.5,5.5,5.5,5.5,5.5
547891552,CHINA               ,Parent,Private,0,734235,1521,1985.0,CHINA               ,3.0,4,2239417,21293,13201,5.5,5.5,5.5,0.0,0.0,0.0
639609421,CHINA               ,Branch,Private,0,0,4724,2023.0,CHINA               ,3.0,243,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
547935145,CHINA               ,Subsidiary,Private,18,190450,5331,1990.0,CHINA               ,3.0,21,344714,3428,2125,5.5,5.5,5.5,5.5,5.5,5.5
547891565,CHINA               ,Subsidiary,Private,16,477590,2015,1989.0,CHINA               ,3.0,21,1638134,17671,10956,5.5,5.5,5.5,5.5,5.5,5.5
547941782,CHINA               ,Parent,Private,16,1301237,6512,1993.0,CHINA               ,3.0,3,4593367,105400,65348,5.5,5.5,5.5,5.5,5.5,5.5
547892165,CHINA               ,Subsidiary,Private,8,1562412,1521,1993.0,CHINA               ,3.0,2,4765357,39060,24217,5.5,5.5,5.5,5.5,5.5,5.5
638063517,CHINA               ,Subsidiary,Private,16,1714112,1799,2023.0,CHINA               ,3.0,13,5245183,42853,26568,5.5,5.5,5.5,5.5,5.5,5.5
639570710,CHINA               ,Subsidiary,Private,16,1714112,1799,,CHINA               ,0.0,13,5245183,42853,26568,5.5,5.5,5.5,5.5,5.5,5.5
547901816,CHINA               ,Branch,Private,6,123353,5912,2008.0,CHINA               ,3.0,8293,350323,3701,2294,5.5,5.5,5.5,5.5,5.5,5.5
547893697,CHINA               ,Parent,Unknown,3,1250840,8621,2000.0,CHINA               ,101.0,2,0,101318,62817,5.5,5.5,5.5,5.5,0.0,0.0
547891547,CHINA               ,Subsidiary,Private,0,20991539,1799,1981.0,CHINA               ,3.0,551,64234109,503797,312354,5.5,5.5,5.5,0.0,0.0,0.0
638101074,CHINA               ,Parent,Private,0,1342320,7359,2023.0,CHINA               ,3.0,2,5047123,108728,67411,5.5,5.5,5.5,0.0,5.5,5.5
639623767,CHINA               ,Subsidiary,Private,24,662160,7363,2023.0,CHINA               ,3.0,2,3204854,46351,28737,30.5,5.5,5.5,5.5,5.5,5.5
638117949,CHINA               ,Subsidiary,Private,13,3375190,6722,2023.0,CHINA               ,3.0,2,0,239638,148575,5.5,5.5,5.5,5.5,5.5,5.5
547899154,CHINA               ,Branch,Private,21,2824960,5049,2007.0,CHINA               ,3.0,2,9604864,84749,52544,5.5,5.5,5.5,5.5,5.5,5.5
639563946,CHINA               ,Branch,Private,1,0,7363,,CHINA               ,0.0,4,0,0,0,5.5,5.5,5.5,5.5,5.5,5.5
728883589,CHINA               ,Branch,Private,0,0,5999,2016.0,CHINA               ,3.0,20,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
728831311,CHINA               ,Parent,Private,0,1174500,5431,2016.0,CHINA               ,3.0,2,3124170,21141,13107,5.5,5.5,5.5,0.0,0.0,0.0
639579191,CHINA               ,Subsidiary,Private,29,1277334,7371,,CHINA               ,0.0,2,6182297,114960,71275,30.5,5.5,0.0,5.5,5.5,5.5
639544554,CHINA               ,Branch,Private,0,0,4724,2023.0,CHINA               ,3.0,1349,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
638074986,CHINA               ,Branch,Private,0,0,3251,2022.0,CHINA               ,3.0,2,0,0,0,5.5,5.5,5.5,0.0,0.0,0.0
639623998,CHINA               ,Subsidiary,Private,12,612048,7336,2023.0,CHINA               ,3.0,4,2295180,42843,26562,5.5,5.5,5.5,5.5,5.5,5.5
638093342,CHINA               ,Subsidiary,Unknown,0,0,9999,2022.0,CHINA               ,3.0,3,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
638167941,CHINA               ,Subsidiary,Private,135,5943780,3296,2023.0,CHINA               ,3.0,3,20089976,213976,132665,75.5,5.5,5.5,30.5,5.5,0.0
547781358,CHINA               ,Parent,Private,96,175800,4215,2006.0,CHINA               ,3.0,16,636396,6680,4141,30.5,5.5,5.5,5.5,5.5,5.5
638138004,CHINA               ,Subsidiary,Private,18,806292,273,2022.0,CHINA               ,3.0,3,0,30639,18996,0.0,0.0,0.0,0.0,0.0,0.0
639671444,CHINA               ,Subsidiary,Unknown,0,0,9999,2023.0,CHINA               ,3.0,6,0,0,0,5.5,5.5,5.5,0.0,5.5,5.5
639608239,CHINA               ,Branch,Private,0,0,273,2023.0,CHINA               ,3.0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
547781101,CHINA               ,Branch,Private,7,737335,5015,2006.0,CHINA               ,0.0,8,2506939,22120,13714,5.5,5.5,5.5,5.5,5.5,5.5
637962293,CHINA               ,Subsidiary,Private,29,1277334,7371,2023.0,CHINA               ,3.0,2,6182297,114960,71275,30.5,5.5,0.0,5.5,5.5,5.5
639649187,CHINA               ,Subsidiary,Private,7,117040,161,2023.0,CHINA               ,3.0,2,0,4448,2757,0.0,0.0,0.0,0.0,0.0,0.0
547780368,CHINA               ,Branch,Private,6,40874,8721,2002.0,CHINA               ,3.0,5,129571,2861,1773,5.5,5.5,5.5,5.5,5.5,5.5
547780369,CHINA               ,Branch,Private,5,53619,8721,2000.0,CHINA               ,3.0,5,169972,3753,2326,5.5,5.5,5.5,5.5,5.5,5.5
639649683,CHINA               ,Subsidiary,Private,12,1203780,7922,2023.0,CHINA               ,3.0,2,3828020,97506,60453,5.5,5.5,5.5,5.5,5.5,5.5
547779704,CHINA               ,Parent,Unknown,28,1997260,8741,1956.0,CHINA               ,0.0,7,6730766,161778,100302,30.5,5.5,5.5,5.5,5.5,5.5
639552626,CHINA               ,Subsidiary,Unknown,15,443445,8748,2023.0,CHINA               ,3.0,2,2549809,31041,19245,5.5,5.5,5.5,5.5,5.5,5.5
639566163,CHINA               ,Branch,Private,0,0,273,2023.0,CHINA               ,3.0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
639639109,CHINA               ,Subsidiary,Unknown,1,0,9999,2023.0,CHINA               ,3.0,3,0,0,0,5.5,5.5,5.5,5.5,5.5,5.5
547780195,CHINA               ,Parent,Private,0,2266648,1521,1996.0,CHINA               ,3.0,4,6913276,56666,35132,5.5,5.5,5.5,0.0,0.0,0.0
637996777,CHINA               ,Subsidiary,Private,45,2124810,2099,2023.0,CHINA               ,3.0,3,7288098,76493,47425,30.5,5.5,5.5,5.5,5.5,5.5
639642519,CHINA               ,Subsidiary,Private,29,1277334,7371,2023.0,CHINA               ,3.0,4,6182297,114960,71275,30.5,5.5,0.0,5.5,5.5,5.5
639505647,CHINA               ,Subsidiary,Private,25,1379300,7389,2023.0,CHINA               ,3.0,2,6675812,111723,69268,30.5,5.5,5.5,5.5,5.5,5.5
639508533,CHINA               ,Subsidiary,Unknown,42,1917426,8731,2023.0,CHINA               ,3.0,2,6461726,155312,96293,30.5,5.5,5.5,5.5,5.5,5.5
